Year,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
862,"4,792.00","6,533.87","8,908.90","12,146.89","16,503.97","22,122.49","29,308.31","38,418.81","47,471.46","58,066.45","67,306.81","74,306.21","81,861.44","85,474.42","86,422.92","88,396.18","85,312.71","87,262.63","84,066.65","84,408.06","84,617.65","82,092.33","83,524.93","81,553.29","79,453.96","80,554.26","79,253.51","79,581.37","79,188.09","78,978.38","80,005.40"
863,"4,792.00","6,571.06","9,010.60","12,243.96","16,532.76","22,256.44","29,419.06","38,378.50","48,145.69","57,825.50","66,687.42","75,433.41","80,875.46","86,718.81","88,485.84","90,348.10","90,939.85","89,541.13","88,197.63","87,322.82","82,723.19","82,136.14","81,484.00","82,280.58","82,245.67","85,078.88","82,988.60","85,551.72","83,297.08","81,859.27","81,714.87"
864,"4,792.00","6,562.08","8,985.99","12,258.71","16,655.72","22,391.72","29,516.98","38,208.66","47,858.67","57,195.00","66,483.61","74,061.61","79,281.98","81,014.74","82,130.48","82,655.34","82,757.67","81,179.05","81,236.71","78,388.58","79,415.95","78,401.47","81,755.69","82,360.41","83,127.04","81,591.60","79,110.29","79,094.78","79,055.26","81,266.61","82,515.84"
865,"4,792.00","6,563.84","8,990.82","12,231.63","16,599.21","22,306.17","29,796.41","39,431.12","49,275.31","59,960.05","67,435.85","75,064.91","79,273.44","82,800.00","81,793.12","83,213.26","82,675.13","81,440.60","80,163.78","79,259.53","79,807.17","82,163.57","84,820.55","86,269.77","88,533.90","88,020.42","89,653.15","89,258.62","91,066.39","91,738.28","93,304.68"
866,"4,792.00","6,568.84","9,004.51","12,299.29","16,680.22","22,532.14","29,979.48","39,606.40","50,407.32","62,169.33","72,897.26","80,412.28","84,889.44","85,584.71","85,310.59","82,636.40","80,987.36","79,688.37","77,718.61","79,514.73","78,249.38","81,157.21","82,347.18","84,669.53","87,106.89","86,163.95","87,938.77","85,760.49","84,941.64","81,912.81","80,304.21"
867,"4,792.00","6,572.60","9,014.84","12,316.85","16,751.19","22,624.25","30,041.19","38,916.81","48,839.58","57,187.00","65,923.87","72,407.63","79,449.48","83,775.62","88,553.40","88,652.47","87,255.65","87,026.71","85,921.52","83,760.28","85,336.61","83,435.68","86,115.58","85,318.50","88,256.67","88,125.99","90,095.17","89,798.63","91,626.05","88,453.84","87,933.00"
868,"4,792.00","6,557.25","8,972.77","12,214.44","16,604.78","22,230.08","29,525.51","38,361.23","47,352.53","55,961.49","63,036.43","70,277.55","74,846.51","82,336.67","86,319.18","89,286.52","91,240.68","89,203.21","87,795.07","86,975.16","84,250.97","85,795.24","82,901.44","82,055.82","79,034.74","79,586.34","80,267.00","82,119.11","84,658.35","86,738.15","89,479.96"
869,"4,792.00","6,562.51","8,987.18","12,189.28","16,452.63","22,017.40","29,290.22","37,733.81","47,326.66","55,967.55","64,278.24","72,202.27","78,880.58","83,649.46","86,803.35","84,973.57","83,655.23","82,773.23","79,725.91","80,881.26","80,749.93","83,233.06","86,160.52","85,805.47","87,005.44","85,672.90","86,767.15","85,682.52","88,381.69","89,233.40","90,751.69"
870,"4,792.00","6,571.65","9,012.22","12,233.72","16,639.07","22,340.58","29,860.31","39,162.26","49,832.10","60,101.75","70,062.67","77,927.56","85,973.75","91,547.13","92,506.08","93,421.47","88,231.17","83,767.22","78,988.72","78,499.31","78,137.47","80,733.93","84,307.39","86,034.97","89,856.60","89,228.80","91,161.51","90,818.26","90,909.32","88,243.36","88,801.83"
871,"4,792.00","6,560.33","8,981.21","12,254.96","16,590.20","22,421.36","29,757.58","39,050.50","48,435.94","58,709.73","67,944.49","77,098.18","82,491.73","84,701.94","85,667.67","85,853.31","85,622.42","87,471.26","87,208.82","88,437.00","86,469.43","88,250.21","83,878.57","82,204.43","80,424.51","78,434.10","78,360.02","79,985.76","79,983.26","81,615.20","83,268.86"
872,"4,792.00","6,536.79","8,916.85","12,125.57","16,492.03","22,269.30","29,498.01","38,900.60","48,176.11","59,270.55","68,304.20","76,483.40","83,016.50","87,573.99","91,670.77","95,065.54","97,814.94","95,508.77","92,612.02","90,525.43","87,988.27","86,894.66","87,353.76","85,160.17","84,843.75","82,675.30","82,679.52","80,998.83","80,809.47","80,367.82","78,871.91"
873,"4,792.00","6,544.30","8,937.37","12,183.25","16,393.53","22,124.92","29,397.19","38,964.32","49,549.67","60,530.30","71,768.87","76,859.42","80,491.32","82,908.16","81,811.19","83,621.93","84,280.45","84,204.54","84,645.27","84,042.69","84,434.66","82,304.54","84,630.75","83,638.93","86,377.44","88,201.66","90,184.57","91,211.17","92,319.54","89,713.23","90,941.30"
874,"4,792.00","6,561.48","8,984.35","12,251.87","16,615.15","22,330.24","29,616.10","39,007.74","49,100.49","59,560.30","69,635.83","76,641.45","83,163.17","87,769.62","88,075.99","87,009.18","82,579.89","81,201.15","78,722.66","79,796.02","80,775.92","80,210.66","81,700.65","82,708.72","81,145.58","80,950.18","80,807.90","79,524.70","79,579.31","80,726.44","78,293.23"
875,"4,792.00","6,540.05","8,925.76","12,179.87","16,408.54","22,147.98","29,194.88","38,727.04","48,386.79","60,425.56","70,519.70","78,443.55","84,688.86","86,067.84","89,890.24","88,480.58","89,850.44","89,466.96","86,353.95","87,980.87","85,611.02","86,202.83","84,702.53","82,514.04","82,489.71","81,396.06","83,778.92","84,389.73","87,700.18","87,170.94","86,972.84"
876,"4,792.00","6,546.01","8,942.03","12,164.70","16,528.06","22,258.96","29,750.96","39,437.10","50,837.09","61,956.90","73,496.60","80,487.49","87,587.86","92,401.35","94,341.92","97,340.97","94,651.40","93,293.53","92,307.42","89,670.33","86,888.32","87,533.70","85,355.35","88,090.60","86,064.94","84,357.40","83,785.13","82,234.25","82,565.52","83,036.78","82,949.39"
877,"4,792.00","6,559.40","8,978.65","12,234.79","16,527.01","22,336.42","29,821.90","39,436.93","50,228.46","61,156.89","70,680.60","78,048.31","83,013.22","86,017.78","86,613.44","85,845.53","84,336.64","81,036.81","80,834.53","78,198.44","80,533.05","82,347.36","85,042.56","84,668.19","84,977.90","84,585.74","85,778.61","88,113.38","89,021.75","89,410.88","89,448.11"
878,"4,792.00","6,560.45","8,981.53","12,186.13","16,504.28","22,285.68","29,761.74","38,615.02","49,458.94","59,101.89","68,016.47","77,509.50","83,371.62","89,940.58","92,406.95","91,341.06","87,448.25","85,072.20","81,442.63","79,304.16","79,735.21","77,711.80","77,872.53","77,745.73","75,605.39","76,944.04","74,717.11","76,548.89","75,065.82","76,445.22","78,682.07"
879,"4,792.00","6,536.39","8,915.77","12,177.64","16,463.80","22,224.52","29,380.64","38,608.65","48,200.13","59,149.46","68,680.69","77,052.74","83,224.66","85,078.43","85,353.62","85,697.86","84,747.06","85,397.30","86,606.28","86,094.92","85,545.28","86,003.06","85,747.96","86,505.76","86,297.69","86,807.38","87,032.40","88,011.81","86,353.81","87,348.67","87,156.13"
880,"4,792.00","6,553.10","8,961.43","12,152.47","16,478.08","22,023.16","29,367.01","38,119.58","48,901.12","59,125.91","70,608.35","77,574.37","85,186.34","88,113.85","91,950.62","91,686.26","93,460.73","93,716.11","94,089.00","94,190.06","94,149.59","92,460.59","92,541.89","90,923.42","91,739.36","87,948.39","89,590.74","86,447.39","85,106.20","85,515.27","82,847.00"
881,"4,792.00","6,571.50","9,011.81","12,306.72","16,555.64","22,328.93","29,876.70","39,560.36","50,440.42","61,330.01","70,299.71","74,966.53","81,157.65","83,950.00","87,823.45","92,085.22","93,285.72","94,037.19","93,883.61","93,873.23","94,430.40","95,709.17","97,490.52","98,498.82","95,887.56","92,070.66","88,394.01","83,645.80","80,013.08","77,947.46","75,317.24"
882,"4,792.00","6,563.23","8,989.15","12,253.18","16,628.70","22,156.09","29,581.72","38,028.22","48,504.79","58,496.86","68,626.33","75,104.83","81,328.99","81,812.69","85,451.52","84,678.96","86,493.87","84,500.47","85,490.29","82,145.22","84,120.91","82,994.84","86,002.08","84,769.03","85,666.50","84,093.27","85,275.93","83,744.43","83,857.45","81,309.54","80,915.11"
883,"4,792.00","6,568.85","9,004.55","12,269.61","16,521.25","22,290.99","29,350.45","38,247.96","46,802.58","56,660.36","65,972.20","75,608.00","81,833.16","86,949.47","87,898.37","90,936.86","91,567.52","91,374.38","89,638.60","85,464.50","81,784.86","80,756.83","79,168.78","81,158.75","79,900.62","82,976.56","80,432.18","81,822.25","82,157.60","83,303.59","84,574.25"
884,"4,792.00","6,566.30","8,997.55","12,288.87","16,674.04","22,407.98","29,928.60","39,073.43","50,251.45","60,534.73","71,430.63","80,425.85","87,993.72","93,688.02","93,261.48","91,942.49","86,967.91","85,935.80","81,558.10","84,072.21","82,352.34","83,503.79","82,852.54","83,631.82","83,518.62","84,341.32","84,409.02","84,732.97","84,039.78","84,648.28","84,469.56"
885,"4,792.00","6,563.20","8,989.07","12,241.15","16,476.38","22,221.03","29,496.26","38,995.42","48,277.59","58,911.35","65,785.63","72,943.42","77,379.50","79,307.92","82,982.16","81,752.61","84,852.07","85,639.38","86,609.07","88,350.32","89,428.99","89,683.02","90,980.67","88,236.70","87,182.18","86,664.14","85,414.81","86,280.12","83,627.46","80,940.20","81,055.55"
886,"4,792.00","6,563.82","8,990.77","12,215.66","16,587.11","22,161.57","29,527.05","37,695.82","47,133.35","55,130.71","63,303.97","70,317.96","77,707.14","84,109.79","89,479.05","92,445.88","95,410.51","96,519.86","95,116.46","94,601.57","89,169.86","85,178.37","80,546.54","76,074.02","75,559.56","75,383.13","74,875.52","78,688.35","79,050.88","80,950.09","83,666.98"
887,"4,792.00","6,563.14","8,988.91","12,281.09","16,687.67","22,309.14","29,486.28","38,509.58","48,252.05","59,968.13","71,240.05","80,481.42","89,402.29","92,475.63","96,628.95","97,591.00","96,181.45","92,393.03","87,662.67","84,349.33","82,176.36","82,973.93","81,008.04","83,683.46","80,306.54","80,459.01","80,895.83","78,163.09","77,763.39","78,613.50","78,969.86"
888,"4,792.00","6,573.40","9,017.01","12,303.94","16,654.12","22,468.35","29,830.84","39,492.49","50,125.61","60,936.50","71,984.15","80,155.82","85,982.45","91,516.45","94,662.45","94,104.01","92,350.66","91,411.38","86,926.66","85,895.33","84,725.64","82,978.81","85,084.18","86,739.91","89,525.65","91,388.02","92,702.18","92,101.18","90,628.17","91,519.98","87,087.50"
889,"4,792.00","6,572.52","9,014.60","12,258.38","16,570.32","22,354.74","29,738.59","39,416.32","49,874.20","61,446.31","70,221.64","78,041.21","79,992.27","81,504.40","81,630.62","82,543.58","81,167.14","83,940.58","82,407.36","84,289.88","81,910.62","84,047.62","84,155.05","85,577.04","84,933.63","86,652.83","86,383.14","86,386.45","87,140.16","85,576.16","83,665.85"
890,"4,792.00","6,572.74","9,015.20","12,281.50","16,634.57","22,413.86","29,806.49","39,008.30","48,615.51","58,015.29","66,977.61","73,306.32","77,485.90","81,248.56","80,211.65","81,741.75","82,917.14","85,211.14","85,030.74","85,042.15","84,527.45","83,676.72","86,241.06","86,915.14","88,689.98","86,143.68","85,388.54","82,185.79","82,971.73","81,254.69","81,694.43"
891,"4,792.00","6,541.23","8,928.98","12,145.37","16,365.26","21,928.33","29,340.08","37,933.15","48,232.50","56,565.96","65,852.71","73,592.53","81,950.83","86,141.50","90,818.41","90,876.32","92,822.10","93,201.62","90,217.20","91,492.82","87,823.84","88,080.54","86,605.68","83,328.85","82,784.17","80,708.98","81,875.73","83,716.25","84,331.23","87,618.65","86,774.45"
892,"4,792.00","6,566.29","8,997.53","12,298.70","16,681.66","22,526.44","30,089.76","39,073.96","49,746.21","59,269.92","69,503.43","79,076.44","86,329.21","93,013.30","91,839.66","93,168.18","92,121.72","89,322.48","90,842.98","89,846.55","87,224.16","88,515.89","86,525.50","84,877.28","83,096.72","82,712.13","80,579.51","79,580.10","79,760.95","79,503.22","81,610.31"
893,"4,792.00","6,560.28","8,981.07","12,252.06","16,560.30","22,113.59","29,475.59","38,207.31","48,845.26","59,293.33","69,826.14","78,697.51","85,137.68","88,693.37","92,297.60","93,722.51","96,196.40","96,330.38","94,731.16","91,916.03","90,491.22","88,578.76","87,365.62","85,175.89","84,154.67","81,346.31","82,574.21","82,095.37","84,696.13","86,133.54","86,489.46"
894,"4,792.00","6,562.96","8,988.40","12,278.72","16,590.51","22,293.69","29,631.29","38,554.86","48,882.18","57,286.78","67,905.98","73,149.25","80,938.74","83,620.44","84,275.71","86,575.78","86,879.67","87,077.45","89,708.32","87,888.93","89,383.82","85,884.41","84,047.21","80,953.17","79,685.37","77,495.29","80,024.61","77,459.41","79,506.74","77,096.11","77,024.68"
895,"4,792.00","6,560.93","8,982.84","12,213.95","16,614.14","22,222.42","29,760.54","38,713.10","48,730.38","59,946.26","67,495.95","74,321.32","80,928.10","83,146.71","86,694.76","85,512.27","87,296.26","86,747.54","88,828.35","91,311.69","90,948.92","88,613.29","88,948.11","84,028.52","82,737.99","80,842.99","79,531.76","79,084.06","77,669.94","78,152.28","78,973.92"
896,"4,792.00","6,558.55","8,976.33","12,239.81","16,536.02","22,261.67","29,783.60","39,447.30","49,783.97","61,203.76","69,291.07","78,390.29","81,404.69","87,079.54","86,877.38","85,683.44","85,102.41","82,083.59","83,421.77","80,761.50","83,069.28","83,221.84","85,240.31","83,986.86","86,454.37","85,823.74","88,459.45","88,337.42","86,257.89","83,537.94","82,023.60"
897,"4,792.00","6,558.61","8,976.51","12,257.17","16,612.81","22,451.67","29,792.13","38,994.00","48,163.61","57,574.71","65,165.55","72,207.92","79,294.02","81,430.33","84,037.84","85,728.84","85,826.22","88,137.49","89,485.93","88,177.10","89,236.32","87,344.99","89,263.02","89,370.11","89,516.60","87,007.39","86,533.75","85,293.06","87,317.66","85,932.11","88,494.39"
898,"4,792.00","6,572.53","9,014.65","12,287.67","16,616.51","22,341.85","29,836.47","39,345.96","50,207.44","60,442.23","70,645.23","76,291.60","81,138.52","82,850.33","84,744.13","82,969.61","81,604.92","80,099.60","76,428.03","75,015.06","76,126.60","76,135.17","78,553.96","82,041.19","82,768.84","86,329.09","87,834.45","85,995.14","86,815.01","85,126.07","82,587.88"
899,"4,792.00","6,563.39","8,989.58","12,255.96","16,571.83","22,304.15","29,686.85","38,933.82","49,235.95","59,891.95","70,472.70","78,860.40","85,474.60","87,478.41","88,781.81","90,252.35","91,089.50","91,438.32","89,761.91","86,512.12","85,091.33","85,102.12","86,194.79","85,857.59","87,343.84","86,175.26","85,299.54","84,389.21","80,988.17","80,734.64","80,817.45"
900,"4,792.00","6,568.81","9,004.43","12,300.99","16,721.38","22,496.62","29,887.01","39,495.01","49,725.77","60,411.58","70,303.90","75,719.70","79,951.60","83,380.23","81,757.76","83,172.05","82,640.68","82,763.20","84,127.03","86,387.74","86,467.51","89,177.10","89,055.17","88,059.49","89,497.24","86,386.03","86,173.97","84,160.11","80,559.11","78,153.61","77,361.98"
901,"4,792.00","6,541.12","8,928.69","12,182.56","16,559.45","22,278.14","29,330.11","38,634.68","48,317.57","58,133.20","68,856.59","75,326.66","82,162.18","83,113.75","86,641.95","84,096.26","82,496.80","80,827.73","79,253.90","80,361.52","80,061.58","81,423.64","79,216.89","81,009.29","79,280.78","81,593.72","83,026.40","83,507.21","83,299.05","82,034.97","78,625.89"
902,"4,792.00","6,565.45","8,995.22","12,235.32","16,462.89","22,062.81","29,210.00","38,354.83","47,535.75","57,133.18","66,502.62","73,196.44","78,898.54","81,033.59","83,765.73","84,442.19","86,593.98","86,681.50","84,441.39","81,133.14","79,179.01","79,379.75","79,414.53","80,904.33","83,551.37","82,246.12","81,720.92","79,408.51","76,697.60","77,802.29","77,984.31"
903,"4,792.00","6,560.44","8,981.49","12,262.00","16,529.00","22,241.45","29,626.70","38,904.72","49,359.77","60,415.52","70,437.62","78,017.97","82,587.63","82,533.17","83,490.11","80,299.54","82,309.22","82,014.98","83,743.70","84,881.31","85,679.54","87,339.04","88,012.37","87,731.34","87,987.28","88,300.92","88,075.78","90,205.98","89,698.01","91,140.91","88,495.24"
904,"4,792.00","6,552.87","8,960.80","12,226.24","16,624.49","22,459.42","29,835.70","39,308.97","49,945.48","61,073.11","71,859.60","81,100.57","87,962.53","93,738.78","95,135.78","96,751.64","96,183.98","95,987.53","94,934.67","95,168.08","93,356.90","92,752.87","90,076.82","87,815.65","86,277.88","86,301.50","87,135.67","89,618.45","87,994.49","87,543.02","85,771.16"
905,"4,792.00","6,546.06","8,942.18","12,182.44","16,535.31","22,067.85","29,339.51","38,189.71","47,986.64","58,736.97","67,674.21","76,353.79","82,147.90","88,350.12","88,276.73","87,658.51","85,512.05","85,338.21","86,583.62","87,767.45","90,532.21","88,616.84","89,068.30","88,604.73","87,389.92","87,659.39","86,140.93","84,253.09","83,808.93","82,557.58","83,171.59"
906,"4,792.00","6,545.20","8,939.81","12,169.22","16,532.94","22,328.53","29,475.30","39,004.18","48,608.22","58,708.65","66,765.23","73,807.66","78,027.22","80,234.04","81,572.39","81,927.78","79,518.96","80,137.77","79,569.12","78,750.86","79,783.22","79,595.97","80,583.73","81,246.08","83,714.72","85,404.02","89,044.34","88,004.41","89,197.92","88,222.83","89,381.19"
907,"4,792.00","6,570.06","9,007.86","12,263.62","16,551.86","22,357.23","29,765.19","39,147.26","49,953.75","59,851.53","70,092.00","78,283.91","82,891.83","87,719.83","89,145.12","90,445.28","91,792.63","91,120.28","89,928.70","88,199.35","87,660.66","87,287.65","87,268.56","86,503.85","87,555.85","86,702.45","87,798.56","86,949.81","84,214.40","84,514.10","83,322.30"
908,"4,792.00","6,562.18","8,986.26","12,237.60","16,628.87","22,234.71","29,558.90","38,025.99","47,815.69","57,780.60","66,218.46","73,283.88","79,960.33","80,118.32","84,000.85","83,754.60","85,589.34","87,692.66","86,252.57","88,550.94","85,848.05","86,777.56","87,425.07","86,380.62","85,457.50","82,330.03","79,955.66","80,350.05","81,976.70","82,021.42","82,483.97"
909,"4,792.00","6,569.52","9,006.39","12,223.33","16,453.28","22,166.70","29,454.56","38,890.35","49,061.13","59,241.18","69,872.57","77,913.86","86,430.25","92,057.39","94,440.09","96,823.51","95,759.38","92,166.16","90,197.57","86,158.60","82,058.31","81,341.45","80,040.96","81,296.27","80,928.05","82,054.25","81,471.94","83,154.05","81,623.72","80,730.31","80,603.52"
